start_time_utc,end_time_utc,duration_sec,min_range_km,sunlit,detectable,tracker_type,station_night
2025-09-01 00:29:35.000,2025-09-01 00:29:45.000,10.000000000003162,96.21740529804207,True,True,space_based,
2025-09-01 00:29:55.000,2025-09-01 00:31:25.000,89.99999999999969,518.057664565976,True,True,ground_based,True
2025-09-01 02:04:25.000,2025-09-01 02:04:35.000,10.000000000007958,617.8271398046857,True,False,ground_based,False
2025-09-01 05:11:45.000,2025-09-01 05:12:00.000,15.000000000002345,617.0227535415044,True,False,ground_based,False
2025-09-01 06:44:55.000,2025-09-01 06:46:30.000,94.99999999999886,517.5524132738723,True,False,ground_based,False
